Platform,URL,Engagement,Text,Matched Keywords,toxicity_score,Label,clean_text,word_count,negative_word_count
Twitter,https://twitter.com/user/status/1970136857871794364,1523,"RT @anmmkla: certains ont regardé ce film en exprimant de l’empathie et en soulignant à quel point c’était horrible, tout en étant en même…",horrible,0.032772318,0,rt certains ont regardé ce film en exprimant de l’empathie et en soulignant à quel point c’était horrible tout en étant en même…,23,1
Twitter,https://twitter.com/user/status/1970136857796370516,45,RT @ThePatriotsPray: 🚨 Trans Terror Group With International Ties. Elm Fork John Brown Gun Club (DFW) isn’t just a gun club it’s a militant…,,0.007236586,0,rt trans terror group international ties elm fork john brown gun club dfw isn’t gun club it’s militant…,18,0
Twitter,https://twitter.com/user/status/1970136857557041370,2930,RT @RadioGenoa: North African Muslim immigrants in Barcelona want more mosques and don't want Spanish patriots in neighborhoods they've occ…,immigrants,0.010459335,0,rt north african muslim immigrants barcelona want mosques dont want spanish patriots neighborhoods theyve occ…,15,0
Twitter,https://twitter.com/user/status/1970136857431445919,0,@CanadianPolling Horrible fucking idea.,horrible,0.9961706,1,horrible fucking idea,3,1
Twitter,https://twitter.com/user/status/1970136857024541040,0,"@GarryBrown79155 @narindertweets She is British. A Geordie in fact.
Who is this 'we'?
You do not speak on my behalf, or represent me in any capacity.

You are being ridiculous.
Do you think drunken, idiotic scum thugs using politics as a fig leaf for their racism is acceptable?",racism,0.91424286,1,british geordie fact speak behalf represent capacity ridiculous think drunken idiotic scum thugs using politics fig leaf racism acceptable,19,0
Twitter,https://twitter.com/user/status/1970136856957485192,1643,"RT @SteveBrusatte: Six guys were fixing a roof near Chicago, as kids played in the street.

They were legal immigrants, with papers. No mat…",immigrants,0.0019156302,0,rt six guys fixing roof near chicago kids played street legal immigrants papers mat…,14,0
Twitter,https://twitter.com/user/status/1970136855795339758,0,"@NoCRTinSchools @lnmackenzie1 You're a racist woman who rabidly reposts homophobia and misogyny alongside your racism and transphobia.

Absolutely zero people believe that you care about homophobia.","racism, misogyny",0.9772932,1,youre racist woman rabidly reposts homophobia misogyny alongside racism transphobia absolutely zero people believe care homophobia,16,0
Twitter,https://twitter.com/user/status/1970136855468184059,1,"RT @Postypat163656: @wesstreeting @hzomlot @AnasSarwar @HFalconerMP @UKLabour You make me feel sick....
You've reached new depths of behavi…",,0.069605105,0,rt make feel sick youve reached new depths behavi…,9,0
Twitter,https://twitter.com/user/status/1970136855401382216,0,"Dear, slowly being overtaken, fascist algorithm, on any platform. Pushing your hypocritical religious content to me, and probably many others, is making me hate religion even more. I find my faith in nature, so fuck off!",,0.9961392,1,dear slowly overtaken fascist algorithm platform pushing hypocritical religious content probably many others making hate religion even find faith nature fuck,21,1
Twitter,https://twitter.com/user/status/1970136855304909155,3153,RT @its_The_Dr: Once Black people find out the truth they are turning away from the Democrat party after researching Charlie Kirk for thems…,black people,0.017277192,0,rt black people find truth turning away democrat party researching charlie kirk thems…,13,0
Twitter,https://twitter.com/user/status/1970136855267147929,1189,"RT @ProjectConstitu: 🚨RED ALERT: Muslims Now RUNNING Key U.S. Cities &amp; Congress—Mosques TRIPLING, Sharia Looming—Your Freedom at RISK?!

If…",Muslims,0.034619518,0,rt red alert muslims running key us cities amp congress—mosques tripling sharia looming—your freedom risk if…,16,0
Twitter,https://twitter.com/user/status/1970136854914818513,0,"@VerminusM There will NEVER be a palestinian State west of the Jorden River. Not you nor any other voice will change the words of God. ""This is the land I have given to you"" The Jews holding the deed to the land for over 3,000 years and will remain be forever.
https://t.co/WeUjFpzLgU",Jews,0.022566194,0,never palestinian state west jorden river voice change words god land given jews holding deed land 3000 years remain forever,20,0
Twitter,https://twitter.com/user/status/1970136854591942762,1624,"RT @LqLana: Again, you absolutely have the Freedom of Speech to call Black people the N-word. 

Just understand there may be consequences t…",black people,0.22690512,0,rt absolutely freedom speech call black people nword understand may consequences t…,12,0
Twitter,https://twitter.com/user/status/1970136854491283877,0,"@AnarchoGhoulist @TheRealThelmaJ1 I get it, leftists think they are in a privileged position to judge others and determine who is worthy of hate and who isn't. It's what makes you all so horrible.",horrible,0.53347003,1,get leftists think privileged position judge others determine worthy hate isnt makes horrible,13,2
Twitter,https://twitter.com/user/status/1970136854293864634,0,#GoharShahiLikeNoOther #ifollowGoharShahi #YounusAlGoharIsEnoughForMe #ALRATV #sufism #God #allah #Muslims #TheReligionofGod #muslimah #love #faqr #فقر #islam #hinduism #Christianity #jews #Everyone #Goharshahilikenoother #IfollowGoharShahi #Alratv #Christains #hindu #viral #fyp https://t.co/wImhGtA00L,"Muslims, Jews",0.09263668,0,goharshahilikenoother ifollowgoharshahi younusalgoharisenoughforme alratv sufism god allah muslims thereligionofgod muslimah love faqr فقر islam hinduism christianity jews everyone goharshahilikenoother ifollowgoharshahi alratv christains hindu viral fyp,25,0
Twitter,https://twitter.com/user/status/1970136853832704143,0,"@dianahenryart @elonmusk @MrsErikaKirk Genuine forgiveness is a grace from God. That is true. But fallible man can still twist that concept for a greater evil. That’s why it is not prudent to assume things like the “Holy Spirit is working”. I mean it could, you’re not wrong about that. But assuming is not how it works",evil,0.009973513,0,genuine forgiveness grace god true fallible man still twist concept greater evil that’s prudent assume things like “holy spirit working” mean could you’re wrong assuming works,26,0
Twitter,https://twitter.com/user/status/1970136853543112885,71,RT @RadioGenoa: He claims that Britain was rebuilt by Muslims. https://t.co/FlELBxP2oL,Muslims,0.011271147,0,rt claims britain rebuilt muslims,5,0
Twitter,https://twitter.com/user/status/1970136853484298256,173,"RT @LauraLoomer: .@FBIDirectorKash @dbongino @marcorubio 

Every single person in this room who is cheering for Julani and living in the US…",,0.000780134,0,rt every single person room cheering julani living us…,9,0
Twitter,https://twitter.com/user/status/1970136853102612492,2120,"RT @AmyMek: Importing millions of Muslims is civilizational suicide. America must stop, or die. https://t.co/7ok15hus5B",Muslims,0.8638428,1,rt importing millions muslims civilizational suicide america must stop die,10,0
Twitter,https://twitter.com/user/status/1970136853081694289,329,"RT @LqLana: Hey MAGA,

Since you think you are being oppressed. 

When is the last time a Black person called the cops on you for being whi…",,0.58416235,1,rt hey maga since think oppressed last time black person called cops whi…,13,0
Twitter,https://twitter.com/user/status/1970136852968636845,0,@EndWokeness “it is an abomination to fools to turn away from evil”,evil,0.5263033,1,“it abomination fools turn away evil”,6,0
Twitter,https://twitter.com/user/status/1970136852901331390,107,"RT @romanhelmetguy: When they want you to give up your land, they call your ancestors colonizers. 

When they want you to accept infinite i…",,0.046799373,0,rt want give land call ancestors colonizers want accept infinite i…,11,0
Twitter,https://twitter.com/user/status/1970136852792328337,830,RT @Phatbabeluuu: Unemployment has a way of making you enjoy Monday mornings in very shameful way .,shameful,0.26287034,0,rt unemployment way making enjoy monday mornings shameful way,9,0
Twitter,https://twitter.com/user/status/1970136852721217965,0,"@mehdirhasan Except for Palestinians. 

Did your uneducated retarded ass forget about the 10 day block party where Palestinians beat the dead bodies of Jews you fucking moron pedophile worshiping goat fucker?

Want the video? I'm sure you will say jews made this one in photoshop. Let me know! https://t.co/FSXM2LzWQU",Jews,0.9983039,1,except palestinians uneducated retarded ass forget 10 day block party palestinians beat dead bodies jews fucking moron pedophile worshiping goat fucker want video im sure say jews made one photoshop let know,32,0
Twitter,https://twitter.com/user/status/1970136852637339694,1583,"RT @ValentinaForUSA: I will get into The United States Congress and bomb every single terrorist that wants American Planes to crash. 

You’…",,0.75766873,1,rt get united states congress bomb every single terrorist wants american planes crash you’…,14,0
Twitter,https://twitter.com/user/status/1970136852465324426,0,@vmpflesh @leak_infos thats fine if you think that but doesnt change that that tweet is gross insanely disgusting,disgusting,0.41645446,0,thats fine think doesnt change tweet gross insanely disgusting,9,1
Twitter,https://twitter.com/user/status/1970136852427386885,5569,RT @Omowale99949437: This is why the notion that racism will die off when the older generations die is asinine..Malcolm said it best: “Raci…,racism,0.058927868,0,rt notion racism die older generations die asininemalcolm said best “raci…,11,0
Twitter,https://twitter.com/user/status/1970136852339314883,0,@DanBurmawy Jesus was killed for speaking truth. So was Charlie. I didn't hear Tucker mention Jews,Jews,0.19662651,0,jesus killed speaking truth charlie didnt hear tucker mention jews,10,0
Twitter,https://twitter.com/user/status/1970136852217663586,0,"@LizaRosen0000 What a load of crap.
So in order to secure the votes of 6% of the country he's prepared to piss off the other 94%..!!

Go away and give your head a wobble and then come back with some form of sense..!!",,0.96499735,1,load crap order secure votes 6 country hes prepared piss 94 go away give head wobble come back form sense,20,0
Twitter,https://twitter.com/user/status/1970136851802685685,0,"@EliAfriatISR I like Jews, I despise the zionists",Jews,0.3405552,0,like jews despise zionists,4,0
Twitter,https://twitter.com/user/status/1970136850393444793,1,@StefanMolyneux Because they are deciding to continue being evil.,evil,0.050359484,0,deciding continue evil,3,0
Twitter,https://twitter.com/user/status/1970136850107871533,75,"RT @RacistBlkPpl: I dont care if this retard is a minor, people like this are the reason why Japanese people dont like drawing black charac…",,0.94402975,1,rt dont care retard minor people like reason japanese people dont like drawing black charac…,15,0
Twitter,https://twitter.com/user/status/1970136849822998665,0,"@socialepfo @PMOIndia @narendramodi @LabourMinistry @MIB_India @mansukhmandviya EPFO SCAM ALERT! 🚨 Tracking ID: 10210975898906005 shows ""Claim Settled"" but PF amount NOT credited! 😡 Deductions made, but no payment received. EPFO's response is unacceptable! Planning to take this to the Supreme Court! 🕊️ #EPFO #PFClaims #JusticeForEmployees #Accountability""",unacceptable,0.025180288,0,epfo scam alert tracking id 10210975898906005 shows claim settled pf amount credited deductions made payment received epfos response unacceptable planning take supreme court ️ epfo pfclaims justiceforemployees accountability,28,0
Twitter,https://twitter.com/user/status/1970136849487417378,175,"RT @BhumiharSagar_: थोड़ा इसे शेयर कर दो 🖐️

मिर्जापुर प्रशाशन कार्यवाही करेगी उसके पूर्व 
आप भी एक कार्यवाही मिलकर करे 

इसके यूट्यूब पर…",,0.0020103727,0,rt थोड़ा इसे शेयर कर दो ️ मिर्जापुर प्रशाशन कार्यवाही करेगी उसके पूर्व आप भी एक कार्यवाही मिलकर करे इसके यूट्यूब पर…,22,0
Twitter,https://twitter.com/user/status/1970136849290317929,1,"RT @and_catch_fire: @elonmusk Hey, @grok, roughly speaking, how many people have been murdered by Christians for not accepting the Christia…",Christians,0.13799466,0,rt hey roughly speaking many people murdered christians accepting christia…,10,0
Twitter,https://twitter.com/user/status/1970136848589869286,316,RT @ProjectConstitu: Black people around the nation are waking up and realize the democrat party has been lying to them and gaslighting the…,black people,0.24816264,0,rt black people around nation waking realize democrat party lying gaslighting the…,12,0
Twitter,https://twitter.com/user/status/1970136848564699152,0,"Why are you talking like a moron??
NOTHING IN THE UK IS MADE BETTER BY ILLEGAL IMMIGRANTS.
Except there's more crime and more attacks on women and schoolgirls, https://t.co/2VQbC5xdJK https://t.co/Yn29A7jMbb",immigrants,0.8553339,1,talking like moron nothing uk made better illegal immigrants except theres crime attacks women schoolgirls,15,0
Twitter,https://twitter.com/user/status/1970136848027766968,517,"RT @ssaratht: Sky news kicked him out of the show, just because this South Korean British man spitted facts by wearing bacon on his shoulde…",,0.047183674,0,rt sky news kicked show south korean british man spitted facts wearing bacon shoulde…,14,0
Twitter,https://twitter.com/user/status/1970136847922626564,1427,RT @willchamberlain: Personally I thought the assassination of Charlie Kirk was absolutely disgusting,disgusting,0.037812933,0,rt personally thought assassination charlie kirk absolutely disgusting,8,1
Twitter,https://twitter.com/user/status/1970136847209861483,7,"RT @Mtu_Wa_Mjengoo: Kuambia watu your partner is circumissed twice after mumeachana is shameful and traumatic, what happened to post relati…",shameful,0.061385963,0,rt kuambia watu partner circumissed twice mumeachana shameful traumatic happened post relati…,12,0
Twitter,https://twitter.com/user/status/1970136846358168048,0,"@davis_anth8671 @WinstonTFischer @CobaineSauce @B1TuckerCarlson @grok There are 5x more white men than black men. Say you have two pizzas to share with 10 people and three pizzas to share among 100 people. The 100 people have more pizza in raw numbers, but the 10 people get more pizza. I know abstract thinking is hard for negros, but now think of",,0.12099389,0,5x white men black men say two pizzas share 10 people three pizzas share among 100 people 100 people pizza raw numbers 10 people get pizza know abstract thinking hard negros think,32,0
Twitter,https://twitter.com/user/status/1970136846345908664,0,@IwuNewage @maddenifico Ummmm common-as-dirt racism.,racism,0.6533414,1,ummmm commonasdirt racism,3,0
Twitter,https://twitter.com/user/status/1970136845754290284,30103,"RT @j_bambrick: My dear American friends,

We British Christians would get excited when, once a year, Queen Elizabeth would make a mild but…",Christians,0.0015553886,0,rt dear american friends british christians would get excited year queen elizabeth would make mild but…,16,0
Twitter,https://twitter.com/user/status/1970136845435511134,0,Evil!!! https://t.co/guZgQnNdLd,evil,0.54184574,1,evil,1,0
Twitter,https://twitter.com/user/status/1970136845317996753,52,"RT @Rydro313: We remind the Muslims, especially the followers of Grand Ayatollah Sayyed Sistani (HA) that according to him, it is even hara…",Muslims,0.0015360292,0,rt remind muslims especially followers grand ayatollah sayyed sistani ha according even hara…,13,0
Twitter,https://twitter.com/user/status/1970136845284712453,2,RT @LordVizo__: Black people bore me so much. Hellen Zille &amp; co would rather die than do anything that will benefit darkies. They almost de…,black people,0.8300671,1,rt black people bore much hellen zille amp co would rather die anything benefit darkies almost de…,17,0
Twitter,https://twitter.com/user/status/1970136845226054085,706,"RT @johnpavlovitz: A Sunday reminder for Christians:

Lionizing Charlie Kirk as a Christian Martyr is bearing false witness.

https://t.co/…",Christians,0.0028616902,0,rt sunday reminder christians lionizing charlie kirk christian martyr bearing false witness,12,0
Twitter,https://twitter.com/user/status/1970136845158862885,0,@Sachiv_Ji94 Vary disgusting,disgusting,0.6661161,1,vary disgusting,2,1
Twitter,https://twitter.com/user/status/1970136844928184324,0,@chibuikeobi19 Hell yes comrade! I 1000% agree with you. These kind of people are useful tools in normalising white supremacy and they don't even know it,white supremacy,0.029858435,0,hell yes comrade 1000 agree kind people useful tools normalising white supremacy dont even know,15,0
Twitter,https://twitter.com/user/status/1970136844362027059,5,RT @GyllKing: @BearlyPolitics It wasn't enough was it? Having weaponised racism &amp; then rolled  back to broaden his electoral base it wasn't…,racism,0.01651348,0,rt wasnt enough weaponised racism amp rolled back broaden electoral base wasnt…,12,0
Twitter,https://twitter.com/user/status/1970136843854426130,0,"What are your thoughts on U.K., EU, and USA openly funding the return of ISIS in Syria who kill Aramaic-speaking Christians, and recognising Jolani, the ex-ISIS leader, as leader of Syria? https://t.co/pvLnftt5EF",Christians,0.010017736,0,thoughts uk eu usa openly funding return isis syria kill aramaicspeaking christians recognising jolani exisis leader leader syria,18,0
Twitter,https://twitter.com/user/status/1970136843355349247,91,"RT @SemperVeritasX: Now they're enacting orwellian level censorship, and hate speech laws. They're also planning on firearms confiscation.…",hate speech,0.020054426,0,rt theyre enacting orwellian level censorship hate speech laws theyre also planning firearms confiscation…,14,1
